freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg,time/s,<Ewe>/V,<I>/mA,Cs/µF,Cp/µF,cycle number,|Ewe|/V,|I|/A,Ns,I Range,(Q-Qo)/mA.h
2507.5928,0.2486293,0.026926758,0.25008315,-6.181089,22008.257645336213,-2.4879486e-05,-0.035068013,2357.1057,27.326143,21.0,0.01279532,0.051164262,0,10,1.1344010871058587
2235.715,0.2498601,0.024904117,0.25109816,-5.6919994,22008.504645347944,-1.8388375e-05,-0.035694618,2858.4626,28.118217,21.0,0.0128491,0.051171623,0,10,1.1343831623345613
1993.189,0.251679,0.023195282,0.2527456,-5.2656283,22008.751645359676,-2.1055706e-05,-0.037417766,3442.4846,28.993732,21.0,0.01293452,0.05117604,0,10,1.134411966922952
1775.568,0.2527808,0.021231957,0.2536709,-4.801206,22008.99864537141,-1.3464096e-05,-0.034730453,4221.753,29.575462,21.0,0.01298298,0.05118041,0,10,1.1344338778743546
1582.5323,0.2540049,0.019646147,0.25476354,-4.4227676,22009.244645383093,-1.9526193e-05,-0.037990294,5119.059,30.441803,21.0,0.013040114,0.051185165,0,10,1.1344426566985952
1410.4515,0.2548858,0.018073441,0.25552577,-4.0559406,22009.492645394872,-1.958215e-05,-0.03513141,6243.3994,31.234419,21.0,0.013079868,0.051188055,0,10,1.134435505828884
1257.0114,0.25573653,0.016586281,0.25627384,-3.7108297,22009.738645406556,-2.5942698e-05,-0.037445705,7633.644,31.975801,21.0,0.013118631,0.051189896,0,10,1.1344606585846213
1120.3588,0.25657204,0.015482297,0.25703874,-3.4532053,22009.986645418336,-1.5161481e-05,-0.03452154,9175.455,33.289036,21.0,0.013158279,0.05119181,0,10,1.1344763544546563
999.0409,0.25678402,0.014191498,0.2571759,-3.1633065,22010.233645430068,-1.7959383e-05,-0.03516873,11225.575,34.18256,21.0,0.01316565,0.051193174,0,10,1.1344904420531525
890.2848,0.25786462,0.013237558,0.2582042,-2.9387162,22010.4806454418,-1.4434019e-05,-0.035437245,13504.648,35.495434,21.0,0.01321852,0.051194057,0,10,1.134493033011006
793.2231,0.25798446,0.012298167,0.25827742,-2.7292342,22010.72764545353,-1.63739e-05,-0.03514444,16314.9,36.990677,21.0,0.013222772,0.051196,0,10,1.1345081326793334
707.03625,0.25886375,0.011551998,0.2591214,-2.5551739,22010.974645465263,-1.8033974e-05,-0.035340223,19485.94,38.72835,21.0,0.013266191,0.051196817,0,10,1.1345227765102452
630.2017,0.25892463,0.010833552,0.25915116,-2.3958902,22011.222645477043,-2.5905389e-05,-0.0354932,23311.47,40.738506,21.0,0.013267752,0.05119696,0,10,1.1345217276169526
561.6175,0.25947046,0.010087875,0.2596665,-2.226464,22011.468645488727,-2.4786226e-05,-0.03507354,28091.814,42.39819,21.0,0.013294321,0.051197674,0,10,1.1345122445423403
500.1601,0.25956333,0.009503672,0.25973725,-2.0968955,22011.716645500506,-1.984328e-05,-0.035288043,33482.637,44.826416,21.0,0.013298337,0.051199194,0,10,1.1345297411786253
446.2853,0.2599717,0.009082147,0.26013032,-2.000822,22011.96264551219,-2.297691e-05,-0.03552862,39266.215,47.864567,21.0,0.013318405,0.05119897,0,10,1.1345648911166555
397.58273,0.26051727,0.008763571,0.26066464,-1.9266529,22012.211645524018,-1.163612e-05,-0.03503814,45678.465,51.63088,21.0,0.013345725,0.05119883,0,10,1.1345938769300514
354.20657,0.2607512,0.008421524,0.26088715,-1.8498483,22012.459645535797,-2.034689e-05,-0.03476214,53354.715,55.59668,21.0,0.013356944,0.05119817,0,10,1.1346280172116723
315.90982,0.2611557,0.0082424125,0.26128572,-1.8077291,22012.70664554753,-1.594488e-05,-0.03517428,61122.72,60.824703,21.0,0.013377809,0.051199924,0,10,1.1346538044481393
281.53152,0.2611289,0.007965171,0.26125035,-1.747142,22012.95364555926,-2.1932367e-05,-0.03469127,70973.79,65.97424,21.0,0.013375961,0.051199783,0,10,1.1346677656274322
250.72209,0.2618543,0.0077624684,0.26196933,-1.6979918,22013.199645570945,-1.8407023e-05,-0.03461668,81776.34,71.80034,21.0,0.0134126395,0.051199272,0,10,1.1346876212631265
223.64027,0.26183492,0.007717892,0.26194865,-1.6883715,22013.448645582772,-2.0906475e-05,-0.034538377,92208.59,80.04542,21.0,0.013411629,0.051199462,0,10,1.1347262126681141
199.2985,0.2627332,0.007825043,0.2628497,-1.7059491,22013.6976455946,-1.5198764e-05,-0.03510345,102053.85,90.4457,21.0,0.0134577425,0.051199384,0,10,1.134682855867929
177.5568,0.26243892,0.007770593,0.26255393,-1.6959838,22013.947645606473,-1.6616363e-05,-0.034307122,115352.945,101.04154,21.0,0.013442754,0.05119997,0,10,1.1347170988191448
158.22783,0.26319402,0.007782996,0.26330906,-1.6938186,22014.1966456183,-2.0869158e-05,-0.03414486,129238.07,112.91522,21.0,0.013481294,0.051199507,0,10,1.134676670637389
141.12904,0.2632521,0.007980086,0.26337305,-1.7363024,22014.442645629984,-2.1484697e-05,-0.0350773,141317.58,129.73843,21.0,0.0134847555,0.05120021,0,10,1.1346969057448606
125.68369,0.26385266,0.008013056,0.2639743,-1.7395058,22014.689645641716,-2.2995559e-05,-0.03535332,158031.28,145.61833,21.0,0.013515487,0.05120001,0,10,1.1346656109171542
112.04369,0.2640707,0.008302099,0.26420116,-1.8007247,22014.932645653258,-1.587026e-05,-0.03561628,171097.95,168.94727,21.0,0.0135271745,0.05120028,0,10,1.134674187491695
99.90409,0.26463166,0.008460069,0.26476684,-1.831078,22015.17964566499,-2.2435983e-05,-0.034342505,188305.47,192.25761,21.0,0.013556112,0.051200185,0,10,1.1346667027817237
89.00314,0.26521152,0.0087694945,0.26535648,-1.8938544,22015.428645676817,-1.0274476e-05,-0.034874007,203910.78,222.70499,21.0,0.013586247,0.051199984,0,10,1.1346930746727122
79.31471,0.26536855,0.008987602,0.2655207,-1.9397737,22015.67864568869,-1.1785334e-05,-0.034239978,223265.98,255.80762,21.0,0.013594821,0.05120061,0,10,1.134707810764657
70.74706,0.26611593,0.0094859125,0.26628494,-2.041489,22015.923645700328,-1.3669247e-05,-0.034441352,237155.17,300.95227,21.0,0.013633695,0.05119965,0,10,1.1347306373203596
63.004032,0.26628363,0.009661302,0.26645884,-2.0778937,22016.177645712392,-9.994681e-06,-0.032891646,261466.56,343.73773,21.0,0.013642548,0.05119946,0,10,1.1347460013202098
56.168304,0.2672235,0.01021489,0.26741868,-2.1891234,22016.419645723887,-1.7623604e-05,-0.035431612,277392.75,404.7427,21.0,0.013691737,0.05119963,0,10,1.13478771997669
50.080128,0.26730934,0.0104486495,0.26751348,-2.238451,22016.667645735666,-1.1263057e-05,-0.034827385,304154.72,464.00592,21.0,0.0136963725,0.05119881,0,10,1.134778574097193
44.614532,0.26820618,0.011018847,0.26843244,-2.3525877,22016.916645747493,-1.8593544e-05,-0.03438539,323748.4,545.5191,21.0,0.013743732,0.051199965,0,10,1.1347321135140342
39.758274,0.2684534,0.0116285095,0.26870513,-2.4803123,22017.164645759272,-1.7940703e-05,-0.034892682,344245.72,644.7105,21.0,0.013757303,0.051198512,0,10,1.134653516057965
35.46531,0.26944768,0.012287531,0.2697277,-2.611031,22017.40964577091,-2.3443226e-05,-0.035765428,365217.62,757.9314,21.0,0.013809913,0.05119946,0,10,1.1347018979250656
31.58693,0.26994357,0.013034044,0.27025804,-2.7643416,22017.64564578212,-1.3520034e-05,-0.037979092,386574.8,899.15515,21.0,0.01383697,0.051199105,0,10,1.1347076323981418
28.17007,0.27070543,0.0133891,0.27103636,-2.8315437,22017.907645794563,-2.9039018e-05,-0.031067703,421969.25,1029.7422,21.0,0.013877081,0.051200073,0,10,1.1347349567441776
25.104433,0.27141634,0.0144861005,0.27180263,-3.0551062,22018.153645806247,-1.7250562e-05,-0.03474532,437641.22,1243.1223,21.0,0.013916261,0.051199872,0,10,1.1347423002387582
22.35336,0.27221724,0.014970742,0.2726286,-3.147843,22018.378645816934,-2.4776841e-06,-0.039487805,475591.38,1434.0946,21.0,0.013958304,0.05119897,0,10,1.134812515119003
19.929848,0.27298766,0.016343422,0.27347645,-3.4261355,22018.626645828714,5.263151e-06,-0.03493186,488622.16,1745.0958,21.0,0.014002041,0.05120017,0,10,1.1349227811154425
17.75568,0.27384776,0.01657418,0.27434886,-3.463507,22018.900645841728,9.7397915e-06,-0.042731784,540817.56,1973.8247,21.0,0.014046666,0.051200017,0,10,1.1351079384674396
15.836149,0.27492312,0.018817699,0.27556637,-3.9156246,22019.136645852937,6.0652183e-06,-0.037261102,534077.2,2490.489,21.0,0.014109074,0.051200274,0,10,1.1352195527674953
14.118977,0.27601236,0.018489044,0.27663094,-3.8323064,22019.396645865287,-1.7306513e-05,-0.03197413,609680.75,2723.5156,21.0,0.0141633805,0.05119955,0,10,1.1349139061725437
12.573764,0.27698576,0.02035915,0.27773297,-4.2038245,22019.685645879013,-2.4553046e-05,-0.0381628,621720.5,3340.87,21.0,0.014219784,0.05119948,0,10,1.1350274648163534
11.208751,0.27829158,0.021641182,0.27913177,-4.446624,22019.9106458897,1.2463078e-05,-0.040075276,656118.0,3943.895,21.0,0.0142911915,0.05119873,0,10,1.1350966739082005
9.990409,0.27933156,0.022946678,0.28027248,-4.6962194,22020.157645901432,-6.559814e-05,-0.03488894,694251.8,4653.672,21.0,0.014349902,0.051199824,0,10,1.135018646625744
8.898065,0.28027725,0.025093827,0.28139836,-5.1161737,22020.431645914447,3.220699e-06,-0.04359527,712783.56,5668.2417,21.0,0.014407373,0.05119921,0,10,1.1349783175455612
7.9395323,0.28282478,0.025413848,0.2839643,-5.1346493,22020.735645928886,2.538934e-05,-0.034165375,788778.0,6317.833,21.0,0.0145388385,0.05119953,0,10,1.1352285070298247
7.076539,0.28324077,0.029251149,0.28474718,-5.8962097,22020.92164593772,-0.00013453823,-0.035545412,768875.94,8113.781,21.0,0.014579007,0.05119983,0,10,1.1347670857078367
6.300403,0.2850061,0.027576687,0.28633714,-5.5266337,22021.124645947362,-3.7283473e-05,-0.0438927,916030.0,8496.47,21.0,0.014660315,0.05119949,0,10,1.1349811684903568
5.6205034,0.28729367,0.03293257,0.28917503,-6.5392914,22021.348645958,-0.00016686323,-0.04143293,859843.3,11151.902,21.0,0.014806054,0.05120101,0,10,1.1353852224405838
5.008013,0.28890672,0.030636916,0.29052663,-6.053269,22021.595645969734,-2.4637004e-05,-0.03521346,1.03731256e+06,11535.272,21.0,0.014874765,0.051199317,0,10,1.135067943931871
4.4591894,0.2918373,0.03507587,0.29393762,-6.8534937,22021.8686459827,-4.2123675e-06,-0.0439813,1.01755e+06,14489.797,21.0,0.015049518,0.0511997,0,10,1.1345884036882123
3.9778516,0.29430425,0.03615529,0.29651678,-7.0036964,22022.170645997045,-5.0312316e-05,-0.033704728,1.1066229e+06,16452.99,21.0,0.015181839,0.051200606,0,10,1.1347608337415358
3.5446913,0.29421446,0.03720852,0.29655796,-7.20778,22022.506646013004,0.00014336717,-0.03542046,1.2067001e+06,18996.121,21.0,0.015183722,0.051199842,0,10,1.1353856248934038
3.1603963,0.29692572,0.041736916,0.2998447,-8.001273,22022.880646030768,-0.00022033094,-0.038996417,1.2065859e+06,23377.936,21.0,0.01535203,0.05119994,0,10,1.1356318608612817
2.8183625,0.30024168,0.046858978,0.30387634,-8.87064,22023.29564605048,-0.00015928985,-0.03773346,1.2051205e+06,28656.445,21.0,0.015558509,0.051200133,0,10,1.1351509707781375
2.508831,0.30446243,0.047664482,0.30817086,-8.8976,22023.757646072423,0.00023148258,-0.03435046,1.3309258e+06,31839.076,21.0,0.015778417,0.051200226,0,10,1.134390657868872
2.2346966,0.30741358,0.04957018,0.3113845,-9.1600485,22024.27464609698,0.00049350027,-0.040058464,1.4367495e+06,36410.62,21.0,0.01594292,0.051200107,0,10,1.1340897669857013
1.9929849,0.3094474,0.052237246,0.3138255,-9.581662,22024.850646124338,0.000697877,-0.034448832,1.5287478e+06,42356.492,21.0,0.016067788,0.051199757,0,10,1.1346037829502886
1.775568,0.31265187,0.058630854,0.31810182,-10.621182,22025.494646154926,0.00047898802,-0.038595404,1.5288208e+06,51936.98,21.0,0.016286785,0.05119991,0,10,1.1355924729775124
1.5846856,0.31672502,0.05916853,0.32220435,-10.581656,22026.211646188982,-0.00052833563,-0.03458993,1.697408e+06,57240.707,21.0,0.016496964,0.051200315,0,10,1.1363099140239077
1.4122382,0.3257402,0.054551374,0.33027643,-9.507043,22027.014646227122,0.00014284546,-0.03647154,2.0658864e+06,56358.92,21.0,0.01691026,0.051200327,0,10,1.1361520106176883
1.256837,0.32737383,0.07457169,0.33575967,-12.832314,22027.913646269822,-0.00016425662,-0.036653895,1.6981154e+06,83764.13,21.0,0.017191086,0.05120057,0,10,1.1350590137487384
1.1224859,0.3196522,0.07298507,0.32787856,-12.861665,22028.91764631751,5.9977383e-06,-0.037286963,1.9426976e+06,96260.3,21.0,0.016787415,0.0512001,0,10,1.133624918197324
1.0000639,0.33003557,0.07915397,0.3393948,-13.486775,22030.04064637085,4.893367e-05,-0.036751665,2.0105721e+06,109359.04,21.0,0.017377019,0.051200014,0,10,1.1327435280266602
0.88980645,0.34486127,0.07144052,0.35218325,-11.703693,22031.301646430744,0.00020608722,-0.03616184,2.5036868e+06,103022.42,21.0,0.018031808,0.05120007,0,10,1.1330906064092185
0.7944375,0.34129336,0.08209769,0.35102877,-13.525456,22032.70964649762,3.5968958e-06,-0.03579412,2.4402228e+06,133476.83,21.0,0.01797272,0.051200137,0,10,1.134688320575926
0.7070139,0.34671068,0.08214732,0.35630953,-13.329481,22034.28864657262,-9.6876545e-05,-0.036105674,2.740304e+06,145656.78,21.0,0.01824303,0.051199947,0,10,1.1368266348415315
0.6312621,0.35633218,0.09209073,0.36803985,-14.4904995,22036.0546466565,-2.5463107e-06,-0.035869874,2.7377542e+06,171410.19,21.0,0.01884362,0.051199943,0,10,1.1385143598540226
0.562536,0.36306846,0.09529254,0.37536564,-14.706394,22038.033646750497,-0.00010789623,-0.035332523,2.9690048e+06,191346.12,21.0,0.019218499,0.05119941,0,10,1.1386166678003438
0.5011868,0.36892155,0.10145874,0.38261858,-15.37702,22040.251646855846,1.0480406e-05,-0.03556907,3.129904e+06,220078.64,21.0,0.019589998,0.05119981,0,10,1.1367151120264163
0.4469394,0.3786282,0.10429159,0.39272898,-15.400001,22042.736646973877,5.9167214e-05,-0.03504355,3.4144615e+06,240788.0,21.0,0.020108113,0.05120099,0,10,1.1334086513136923
0.39774463,0.39118853,0.108517,0.4059611,-15.504191,22045.527647106443,8.1485916e-05,-0.035262417,3.6873812e+06,263478.22,21.0,0.020785294,0.05120021,0,10,1.1301586544787792
0.35434052,0.40429267,0.11215823,0.4195617,-15.504993,22048.655647255015,6.1683175e-05,-0.035235673,4.004683e+06,286179.66,21.0,0.021481426,0.051199682,0,10,1.1286988115287986
0.3161931,0.41568333,0.11546335,0.4314214,-15.523568,22052.159647421446,-4.581899e-06,-0.03464377,4.3593685e+06,312254.38,21.0,0.022088636,0.051199675,0,10,1.1302116115886767
0.2819176,0.42829627,0.115153715,0.44350657,-15.048925,22056.08664760797,-2.7994744e-05,-0.034611996,4.902527e+06,330503.28,21.0,0.022707572,0.05120008,0,10,1.1345969348163605
0.25117347,0.4404903,0.11287186,0.45472163,-14.372318,22060.491647817194,-7.9440004e-05,-0.034667335,5.613848e+06,345892.25,21.0,0.023281934,0.05120041,0,10,1.1402918981607093
0.22364877,0.45506948,0.11138427,0.4685026,-13.753501,22065.437648052117,-3.3874003e-05,-0.034590054,6.3889535e+06,361121.6,21.0,0.023987697,0.051200777,0,10,1.1447212446327144
0.19933917,0.4669544,0.108840354,0.4794712,-13.120562,22070.98264831549,-1.0082876e-05,-0.034257285,7.335632e+06,378000.5,21.0,0.024548946,0.051200043,0,10,1.1453397918633736
0.17758913,0.47773224,0.10492112,0.48911813,-12.386828,22077.205648611067,2.1989106e-05,-0.03415596,8.541632e+06,393042.16,21.0,0.025042888,0.05120008,0,10,1.1408790129728814
0.15846856,0.4880486,0.09781525,0.49775422,-11.333132,22084.17664894217,3.547956e-05,-0.03469097,1.0267636e+07,396509.6,21.0,0.025485214,0.051200397,0,10,1.132240476573017
0.14107078,0.4975825,0.09127933,0.5058856,-10.3950815,22092.00464931398,4.8897605e-06,-0.034475677,1.2359777e+07,402393.4,21.0,0.025901668,0.05120064,0,10,1.1225446062364115
0.12590654,0.5035201,0.085977286,0.51080775,-9.689941,22100.773649730487,9.616708e-06,-0.03433005,1.4702395e+07,416524.56,21.0,0.026153557,0.05120039,0,10,1.116204179042677
0.1120875,0.5114129,0.07930739,0.5175257,-8.814933,22110.620650198194,1.7980841e-05,-0.034425095,1.7903966e+07,420448.5,21.0,0.026497455,0.051200274,0,10,1.117032592808048
0.09990409,0.51828104,0.07301849,0.5233994,-8.019386,22121.66665072285,1.8520403e-05,-0.03438594,2.1817452e+07,424622.75,21.0,0.026798278,0.05120044,0,10,1.126424154998382
0.089004934,0.5234763,0.06573628,0.5275876,-7.157532,22134.06265131163,2.0573558e-05,-0.034586277,2.7202004e+07,422300.9,21.0,0.027012762,0.051200528,0,10,1.142046846358915
0.07942118,0.52597797,0.05930621,0.52931094,-6.4331675,22147.95265197137,-1.8609117e-05,-0.034508053,3.3789644e+07,424191.78,21.0,0.027100999,0.051200528,0,10,1.1579809954157305
0.070828274,0.52904207,0.051550705,0.5315477,-5.5654225,22163.524652711,2.2237446e-05,-0.034501184,4.3589196e+07,409980.84,21.0,0.027215308,0.051200118,0,10,1.1667850138761766
0.06311907,0.5306125,0.046991426,0.5326893,-5.0609517,22180.996653540875,-3.5824942e-06,-0.03386955,5.3658796e+07,417570.94,21.0,0.027274068,0.051200707,0,10,1.164161004484949
0.056233354,0.5334031,0.0436337,0.5351848,-4.6765246,22200.605654472252,2.0625135e-05,-0.034390595,6.4864056e+07,431162.16,21.0,0.027401341,0.051199775,0,10,1.1462735913140443
0.050154075,0.5342373,0.039079178,0.53566474,-4.1837044,22222.58865551639,1.242566e-05,-0.034564395,8.120233e+07,432188.5,21.0,0.027426267,0.051200435,0,10,1.1179828276310828
0.04461176,0.53682584,0.035530556,0.53800035,-3.7866774,22247.300656690146,1.1008948e-05,-0.033820774,1.00408104e+08,437933.0,21.0,0.027545968,0.05120065,0,10,1.0901030746426317
0.0398219,0.5367172,0.03184289,0.53766096,-3.3953211,22274.98265800497,-4.1718417e-06,-0.033988047,1.2551211e+08,440244.2,21.0,0.027528534,0.051200546,0,10,1.0759934715011055
0.035465583,0.53784025,0.028180875,0.53857803,-2.9993477,22306.061659481144,3.9229635e-06,-0.03391024,1.5924234e+08,435983.66,21.0,0.027575444,0.051200464,0,10,1.0856215189440184
0.031592205,0.53908885,0.026543498,0.53974193,-2.8188362,22340.949661138235,-7.3925767e-06,-0.03428618,1.8979381e+08,459014.1,21.0,0.027635127,0.05120063,0,10,1.1204877416435448
0.028202139,0.53953147,0.023397751,0.5400386,-2.4831784,22380.029662994435,-3.219937e-05,-0.034342945,2.4119259e+08,452754.34,21.0,0.027650287,0.05120058,0,10,1.1703655714086791
0.025144994,0.54007196,0.02137986,0.540495,-2.2669876,22423.857665076153,-1.6445156e-05,-0.033775963,2.960491e+08,463223.0,21.0,0.02767325,0.05119983,0,10,1.2155037956996013
0.022358738,0.54029894,0.019678388,0.54065716,-2.0858645,22473.14466741716,4.984036e-06,-0.034088567,3.6172902e+08,479201.78,21.0,0.027682096,0.05120083,0,10,1.233357749837031
0.019953772,0.5409309,0.017254801,0.54120606,-1.827021,22528.370670040254,-1.9497116e-05,-0.03393635,4.6225878e+08,469872.25,21.0,0.027709987,0.051200435,0,10,1.2082906253430181
0.017766826,0.5413189,0.016526196,0.5415711,-1.7486684,22590.390672986046,-9.638232e-06,-0.034125246,5.4204755e+08,504745.28,21.0,0.02772842,0.051199965,0,10,1.1407261741685935
0.015860692,0.54153264,0.014572854,0.5417287,-1.5414798,22659.863676285837,-2.7142523e-05,-0.033727027,6.8857837e+08,498286.34,21.0,0.027736885,0.0512007,0,10,1.0511973024004235
0.014110543,0.5421087,0.0135974325,0.54227924,-1.4368191,22737.949679994723,-1.5706106e-05,-0.03404143,8.295059e+08,521539.7,21.0,0.027764613,0.051199842,0,10,0.9750996747254597
0.012576789,0.54238343,0.012997085,0.5425391,-1.372711,22825.556684155832,3.692596e-06,-0.03415308,9.736534e+08,558771.44,21.0,0.027778175,0.051200315,0,10,0.9509687403250866
0.011233054,0.5427018,0.011146655,0.5428162,-1.1766435,22923.640688814572,-6.4023443e-06,-0.034042716,1.2710943e+09,535995.6,21.0,0.027792454,0.051200487,0,10,1.0029944130105013
0.01000917,0.5428826,0.009843041,0.54297185,-1.0387198,23033.715694042854,-7.868347e-06,-0.0342092,1.6154473e+09,530880.5,21.0,0.027800472,0.05120058,0,10,1.1262679668530688
500018.56,-0.08419548,-0.036375627,0.09171731,156.63383,23036.70269418473,0.00011911841,-0.043808322,-8.750312,-1.3763912,22.0,4.210319e-05,0.00045905393,0,10,1.1262408687703014
445627.97,-0.012707212,-0.07722748,0.078265935,99.34387,23039.689694326604,4.2922456e-05,-0.04871116,-4.6246176,-4.5027103,22.0,4.7774352e-05,0.0006104105,0,10,1.1262086626178407
397175.62,0.03056541,-0.08768358,0.09285825,70.782074,23042.67669446848,0.00010788954,-0.058662307,-4.570032,-4.0748806,22.0,7.448706e-05,0.00080215884,0,10,1.1261684211843643
353993.47,0.062448937,-0.082888626,0.10378051,53.005344,23045.663694610354,3.9154627e-05,-0.06616856,-5.4241285,-3.4600968,22.0,0.000108495,0.0010454275,0,10,1.126119830844144
315496.97,0.0853778,-0.078224294,0.11579468,42.496338,23048.65069475223,3.1880107e-05,-0.07475831,-6.448865,-2.942994,22.0,0.00015745696,0.0013597944,0,10,1.1260691738246746
281194.34,0.11184518,-0.066458896,0.13010046,30.718967,23051.636694894056,4.1877913e-05,-0.0816137,-8.516486,-2.2223325,22.0,0.00023069145,0.0017731794,0,10,1.1260088475437462
250612.38,0.12081748,-0.061111744,0.1353939,26.83114,23054.62369503593,1.7051274e-05,-0.0855244,-10.391851,-2.117113,22.0,0.00031576442,0.002332191,0,10,1.1259390426909857
223361.42,0.12842841,-0.052242845,0.13864766,22.13579,23057.610695177806,5.4493457e-06,-0.08739302,-13.639082,-1.936483,22.0,0.00043136213,0.0031112111,0,10,1.1258651321101918
199079.58,0.13472432,-0.041181386,0.14087778,16.996899,23060.59769531968,-3.988877e-06,-0.08957866,-19.412992,-1.6588585,22.0,0.0005962489,0.0042323843,0,10,1.1257985700037083
177432.83,0.13824943,-0.03481679,0.14256617,14.135445,23063.583695461508,-1.3240572e-05,-0.092148475,-25.763058,-1.536533,22.0,0.00083980814,0.005890655,0,10,1.1257544032239981
158142.81,0.14180999,-0.027904252,0.1445293,11.131992,23066.570695603383,-1.6747254e-05,-0.091781,-36.066193,-1.3444023,22.0,0.0012142984,0.008401746,0,10,1.1256477825719318
140940.47,0.144027,-0.021617003,0.14564021,8.535806,23069.55669574521,-1.9713008e-05,-0.0902778,-52.23829,-1.1508462,22.0,0.0017950677,0.012325358,0,10,1.1255701121975432
125621.66,0.14563651,-0.016361814,0.14655273,6.4101257,23072.543695887085,-8.484105e-06,-0.07877859,-77.43266,-0.9651599,22.0,0.0029344093,0.020022891,0,10,1.1254544950904715
111954.42,0.14679743,-0.010846816,0.14719762,4.225888,23075.53069602896,-1.31658735e-05,-0.074953444,-131.06195,-0.71167153,22.0,0.004076617,0.027694855,0,10,1.1253072502067387
99781.03,0.14793602,-0.0062518152,0.14806806,2.419895,23078.517696170835,-1.6355454e-05,-0.07371507,-255.13264,-0.45483676,22.0,0.0047326135,0.03196242,0,10,1.125390793713861
88934.45,0.14928849,-0.001968255,0.14930147,0.75535744,23081.50469631271,-1.5068416e-05,-0.07150322,-909.2195,-0.15801682,22.0,0.005181152,0.034702618,0,10,1.1252984564843493
79266.26,0.15061551,0.002427156,0.15063506,-0.92323667,23084.491696454585,-1.5236282e-05,-0.06971663,827.2448,0.21477184,22.0,0.005536723,0.03675587,0,10,1.1252952705763513
70646.52,0.1519178,0.0059660217,0.15203491,-2.2489285,23087.477696596412,-1.36135e-05,-0.06935664,377.6109,0.5814703,22.0,0.005854582,0.038508143,0,10,1.12536488290494
62963.926,0.15359555,0.009569376,0.15389337,-3.5650582,23090.464696738287,-2.243618e-05,-0.068284266,264.14642,1.0213443,22.0,0.0061749327,0.040124748,0,10,1.1252679118912154
56116.39,0.15529113,0.013184636,0.15584983,-4.852928,23093.45169688016,-1.9806152e-05,-0.067208156,215.11082,1.5395219,22.0,0.006492745,0.041660264,0,10,1.1253420464311044
50011.137,0.15748686,0.016505579,0.15834944,-5.9831023,23096.438697022037,-2.4487954e-05,-0.06539546,192.80693,2.094841,22.0,0.0068237185,0.043092787,0,10,1.125372153628409
44573.934,0.15960541,0.019572219,0.160801,-6.9912076,23099.42569716391,-9.416626e-06,-0.066542365,182.43121,2.7027245,22.0,0.007135585,0.044375256,0,10,1.1252245928291347
39730.55,0.1618835,0.022624372,0.16345681,-7.955961,23099.58169717132,-1.5273547e-05,-0.06461588,177.05942,3.3920796,22.0,0.007436269,0.045493785,0,10,1.1251968254925377
35406.77,0.1644192,0.025266424,0.16634923,-8.736344,23099.73769717873,-1.6038293e-05,-0.0635827,177.90578,4.104271,22.0,0.0077309376,0.04647414,0,10,1.1252022370934156
31556.19,0.16720076,0.027979802,0.1695257,-9.499997,23099.892697186093,-1.2307759e-05,-0.06413656,180.2565,4.9103127,22.0,0.008019101,0.04730316,0,10,1.1251968194070823
28132.424,0.17032345,0.030474652,0.17302826,-10.144149,23100.048697193502,-2.1205044e-05,-0.06325814,185.64113,5.75861,22.0,0.0083059305,0.048003316,0,10,1.1252167538215783
25070.518,0.17334753,0.03298816,0.17645845,-10.774596,23100.203697200865,-1.2195798e-05,-0.06367218,192.44151,6.7255845,22.0,0.008574216,0.048590563,0,10,1.1252100044430462
22342.637,0.17688671,0.035131264,0.18034166,-11.233271,23100.359697208274,-1.592629e-05,-0.062329385,202.76451,7.6946235,22.0,0.008850367,0.049075555,0,10,1.1252242441993123
19911.67,0.18039224,0.037181437,0.1841842,-11.646388,23100.515697215684,-2.111172e-05,-0.06201421,214.97417,8.760601,22.0,0.009112554,0.04947522,0,10,1.125231082509425
17749.78,0.18422413,0.03891296,0.188289,-11.927051,23100.671697223093,-1.5515929e-05,-0.063179836,230.42676,9.841732,22.0,0.009377136,0.049801826,0,10,1.1251995452139412
15819.848,0.18817195,0.040675044,0.1925179,-12.197331,23100.827697230503,-1.4471366e-05,-0.061574094,247.33742,11.040878,22.0,0.009638987,0.050068,0,10,1.125156524220205
14094.047,0.19236366,0.041974317,0.19688988,-12.309171,23100.983697237913,-1.4639255e-05,-0.062133595,269.03006,12.227038,22.0,0.009900541,0.05028466,0,10,1.1251927005786764
12563.095,0.19664876,0.04303349,0.2013023,-12.343696,23101.138697245275,-9.006151e-06,-0.06294477,294.38583,13.453417,22.0,0.010157661,0.05045973,0,10,1.125213836333202
11199.154,0.20127906,0.043687515,0.20596567,-12.246072,23101.294697252684,-1.4247519e-05,-0.062051404,325.29514,14.635332,22.0,0.010421937,0.05060036,0,10,1.1252454094797206
9983.67,0.20566386,0.044016242,0.2103213,-12.080217,23101.44869726,-1.1729427e-05,-0.06295402,362.17374,15.862671,22.0,0.010666769,0.05071654,0,10,1.1252176167994505
8895.162,0.21040863,0.044150278,0.21499078,-11.850512,23101.61169726774,1.4393373e-06,-0.04783704,405.25916,17.090708,22.0,0.010923584,0.050809547,0,10,1.125205227147364
